

5499051 + Lcom/fsck/k9/activity/setup/AccountSettings; onResume
5949005 + Lcom/fsck/k9/activity/MessageList; onPause
5949006 - Lcom/fsck/k9/activity/MessageList; onPause
5949019 + Lcom/fsck/k9/activity/MessageView; onCreate
5949021 + Lcom/fsck/k9/K9Activity; onCreate
5949025 - Lcom/fsck/k9/K9Activity; onCreate
5949141 - Lcom/fsck/k9/activity/MessageView; onCreate
5949142 + Lcom/fsck/k9/activity/MessageView; onResume
5949143 + Lcom/fsck/k9/K9Activity; onResume
5949144 - Lcom/fsck/k9/K9Activity; onResume
5949150 - Lcom/fsck/k9/activity/MessageView; onResume
5950742 + Lcom/fsck/k9/activity/MessageView; onClick android.widget.Button@44215af0
5950763 - Lcom/fsck/k9/activity/MessageView; onClick
5950776 + Lcom/fsck/k9/activity/MessageCompose; onCreate
5950776 + Lcom/fsck/k9/K9Activity; onCreate
5950782 - Lcom/fsck/k9/K9Activity; onCreate
5950951 - Lcom/fsck/k9/activity/MessageCompose; onCreate
5950951 + Lcom/fsck/k9/activity/MessageCompose; onResume
5950957 + Lcom/fsck/k9/K9Activity; onResume
5950959 - Lcom/fsck/k9/K9Activity; onResume
5950961 - Lcom/fsck/k9/activity/MessageCompose; onResume
Ljava/net/Socket;->connectV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->closeV
5958511 + Lcom/fsck/k9/activity/MessageCompose; onCreateOptionsMenu com.android.internal.view.menu.MenuBuilder@442e4a20
5958528 - Lcom/fsck/k9/activity/MessageCompose; onCreateOptionsMenu
5959503 + Lcom/fsck/k9/activity/MessageCompose; onOptionsItemSelected Send
5959708 - Lcom/fsck/k9/activity/MessageCompose; onOptionsItemSelected
5959737 + Lcom/fsck/k9/activity/MessageCompose; onPause
5959738 - Lcom/fsck/k9/activity/MessageCompose; onPause
5959760 + Lcom/fsck/k9/activity/MessageList; onResume
5959761 + Lcom/fsck/k9/K9Activity; onResume
5959763 - Lcom/fsck/k9/K9Activity; onResume
5960056 - Lcom/fsck/k9/activity/MessageList; onResume
Ljava/net/Socket;->connectV
5962627 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5962629 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5962637 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5962638 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5962666 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5962666 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5962695 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5962695 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5962696 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5962696 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5962841 + Lcom/fsck/k9/activity/MessageList; onItemClick android.widget.ListView@442f4968
5962853 - Lcom/fsck/k9/activity/MessageList; onItemClick
5962853 + Lcom/fsck/k9/activity/MessageList; onSaveInstanceState
5962856 - Lcom/fsck/k9/activity/MessageList; onSaveInstanceState
5962857 + Lcom/fsck/k9/activity/MessageList; onPause
5962860 - Lcom/fsck/k9/activity/MessageList; onPause
5962873 + Lcom/fsck/k9/activity/MessageView; onCreate
5962873 + Lcom/fsck/k9/K9Activity; onCreate
5962875 - Lcom/fsck/k9/K9Activity; onCreate
5962975 - Lcom/fsck/k9/activity/MessageView; onCreate
5962976 + Lcom/fsck/k9/activity/MessageView; onResume
5962976 + Lcom/fsck/k9/K9Activity; onResume
5962978 - Lcom/fsck/k9/K9Activity; onResume
5962982 - Lcom/fsck/k9/activity/MessageView; onResume
Ljava/net/Socket;->closeV
Ljava/net/Socket;->connectV
5964706 + Lcom/fsck/k9/activity/MessageList; onResume
5964706 + Lcom/fsck/k9/K9Activity; onResume
5964708 - Lcom/fsck/k9/K9Activity; onResume
5964933 - Lcom/fsck/k9/activity/MessageList; onResume
Ljava/net/Socket;->closeV
5966189 + Lcom/fsck/k9/activity/MessageList; onCreateOptionsMenu com.android.internal.view.menu.MenuBuilder@4430cc90
5966377 - Lcom/fsck/k9/activity/MessageList; onCreateOptionsMenu
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
5973030 + Lcom/fsck/k9/activity/MessageList; onOptionsItemSelected Folder settings
5973054 - Lcom/fsck/k9/activity/MessageList; onOptionsItemSelected
5973056 + Lcom/fsck/k9/activity/MessageList; onSaveInstanceState
5973067 - Lcom/fsck/k9/activity/MessageList; onSaveInstanceState
5973092 + Lcom/fsck/k9/activity/MessageList; onPause
5973092 - Lcom/fsck/k9/activity/MessageList; onPause
5973132 + Lcom/fsck/k9/activity/setup/FolderSettings; onCreate
5973132 + Lcom/fsck/k9/K9PreferenceActivity; onCreate
5973160 - Lcom/fsck/k9/K9PreferenceActivity; onCreate
5973520 - Lcom/fsck/k9/activity/setup/FolderSettings; onCreate
5973521 + Lcom/fsck/k9/activity/setup/FolderSettings; onResume
5973525 - Lcom/fsck/k9/activity/setup/FolderSettings; onResume
5977031 + Lcom/fsck/k9/service/MailService; onCreate
5977033 - Lcom/fsck/k9/service/MailService; onCreate
5977153 + Lcom/fsck/k9/service/MailService; onDestroy
5977154 - Lcom/fsck/k9/service/MailService; onDestroy
Ljava/net/Socket;->connectV
5979228 + Lcom/fsck/k9/service/MailService; onCreate
5979228 - Lcom/fsck/k9/service/MailService; onCreate
5979273 + Lcom/fsck/k9/activity/MessageList; onResume
5979273 + Lcom/fsck/k9/K9Activity; onResume
5979280 - Lcom/fsck/k9/K9Activity; onResume
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
5979802 - Lcom/fsck/k9/activity/MessageList; onResume
5979992 + Lcom/fsck/k9/service/MailService; onDestroy
5979993 - Lcom/fsck/k9/service/MailService; onDestroy
5980231 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5980232 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5980244 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5980244 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5980272 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5980272 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5980548 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5980549 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981011 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981014 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981041 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981042 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981109 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981109 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981140 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981140 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981180 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981181 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981216 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981216 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981266 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981267 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981303 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981303 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981309 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981312 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981358 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981359 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981373 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981373 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981420 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981422 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981456 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981456 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981473 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981474 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981497 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981499 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981528 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981529 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981558 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981559 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981610 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981611 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981658 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981660 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5981697 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5981697 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5982039 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5982039 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5982630 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5982630 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5982709 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5982709 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5983108 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5983109 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5983291 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5983305 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5983419 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5983419 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5983442 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5983443 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5983496 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5983497 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5983534 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5983535 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5983560 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5983561 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5983633 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5983633 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5983680 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5983681 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5983682 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5983683 - Lcom/fsck/k9/activity/MessageList$1; onTouch
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
5984388 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984389 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984423 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984424 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984464 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984464 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984484 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984485 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984509 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984509 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984531 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984532 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984563 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984563 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984633 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984635 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984670 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984671 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984693 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984694 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984716 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984718 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984751 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984752 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984774 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984774 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984795 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984798 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984846 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984846 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984888 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984889 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984895 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984897 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984919 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984919 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984947 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984948 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5984975 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5984975 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985003 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985003 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985032 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985032 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985060 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985061 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985096 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985108 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985115 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985116 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985158 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985159 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985201 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985202 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985743 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985757 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985777 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985786 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985800 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985801 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985834 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985839 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985875 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985879 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985886 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985888 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985920 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985922 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985939 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985939 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985964 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985966 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5985991 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5985992 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986019 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986019 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986048 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986048 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986079 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986079 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986111 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986112 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986144 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986144 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986159 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986160 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986187 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986187 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986216 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986216 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986248 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986250 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986272 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986272 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986312 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986312 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986329 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986329 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986378 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986379 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986403 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986403 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986411 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986412 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986440 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986440 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986468 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986549 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5986550 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5986554 - Lcom/fsck/k9/activity/MessageList$1; onTouch
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
5987196 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5987204 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5987235 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5987236 - Lcom/fsck/k9/activity/MessageList$1; onTouch
5987239 + Lcom/fsck/k9/activity/MessageList$1; onTouch android.widget.ListView@442f4968
5987245 - Lcom/fsck/k9/activity/MessageList$1; onTouch
Ljava/net/Socket;->connectV
5987432 + Lcom/fsck/k9/activity/MessageList; onItemClick android.widget.ListView@442f4968
5987496 - Lcom/fsck/k9/activity/MessageList; onItemClick
5987505 + Lcom/fsck/k9/activity/MessageList; onSaveInstanceState
5987507 - Lcom/fsck/k9/activity/MessageList; onSaveInstanceState
5987508 + Lcom/fsck/k9/activity/MessageList; onPause
5987508 - Lcom/fsck/k9/activity/MessageList; onPause
5987530 + Lcom/fsck/k9/activity/MessageView; onCreate
5987531 + Lcom/fsck/k9/K9Activity; onCreate
5987532 - Lcom/fsck/k9/K9Activity; onCreate
Ljava/net/Socket;->connectV
5987663 - Lcom/fsck/k9/activity/MessageView; onCreate
5987664 + Lcom/fsck/k9/activity/MessageView; onResume
5987664 + Lcom/fsck/k9/K9Activity; onResume
5987666 - Lcom/fsck/k9/K9Activity; onResume
5987667 - Lcom/fsck/k9/activity/MessageView; onResume
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->connectV
5993145 + Lcom/fsck/k9/activity/MessageView; onClick android.widget.Button@44109900
5993154 - Lcom/fsck/k9/activity/MessageView; onClick
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
5994841 + Lcom/fsck/k9/activity/MessageList; onResume
5994842 + Lcom/fsck/k9/K9Activity; onResume
5994847 - Lcom/fsck/k9/K9Activity; onResume
Ljava/net/Socket;->connectV
5995342 - Lcom/fsck/k9/activity/MessageList; onResume
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->closeV
5998733 + Lcom/fsck/k9/activity/MessageList; onOptionsItemSelected Compose
5998932 - Lcom/fsck/k9/activity/MessageList; onOptionsItemSelected
5998960 + Lcom/fsck/k9/activity/MessageList; onSaveInstanceState
5998962 - Lcom/fsck/k9/activity/MessageList; onSaveInstanceState
5998963 + Lcom/fsck/k9/activity/MessageList; onPause
5998966 - Lcom/fsck/k9/activity/MessageList; onPause
5998985 + Lcom/fsck/k9/activity/MessageCompose; onCreate
5998985 + Lcom/fsck/k9/K9Activity; onCreate
5998988 - Lcom/fsck/k9/K9Activity; onCreate
5999040 - Lcom/fsck/k9/activity/MessageCompose; onCreate
5999041 + Lcom/fsck/k9/activity/MessageCompose; onResume
5999041 + Lcom/fsck/k9/K9Activity; onResume
5999043 - Lcom/fsck/k9/K9Activity; onResume
5999044 - Lcom/fsck/k9/activity/MessageCompose; onResume
6006017 + Lcom/fsck/k9/activity/MessageCompose; onPause
Ljava/net/Socket;->connectV
6006236 - Lcom/fsck/k9/activity/MessageCompose; onPause
6006265 + Lcom/fsck/k9/activity/MessageList; onResume
6006276 + Lcom/fsck/k9/K9Activity; onResume
6006278 - Lcom/fsck/k9/K9Activity; onResume
6006790 - Lcom/fsck/k9/activity/MessageList; onResume
Ljava/net/Socket;->closeV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->closeV
6009537 + Lcom/fsck/k9/activity/MessageList; onOptionsItemSelected Check mail
6009537 - Lcom/fsck/k9/activity/MessageList; onOptionsItemSelected
6015205 + Lcom/fsck/k9/activity/MessageList; onOptionsItemSelected Batch Ops
6015206 - Lcom/fsck/k9/activity/MessageList; onOptionsItemSelected
6016830 + Lcom/fsck/k9/activity/MessageList; onOptionsItemSelected Select all
6016838 - Lcom/fsck/k9/activity/MessageList; onOptionsItemSelected
6018555 + Lcom/fsck/k9/activity/MessageList; onClick android.widget.Button@4427c408
6018560 - Lcom/fsck/k9/activity/MessageList; onClick
6022407 + Lcom/fsck/k9/activity/MessageList; onOptionsItemSelected Folder settings
6022426 - Lcom/fsck/k9/activity/MessageList; onOptionsItemSelected
6022427 + Lcom/fsck/k9/activity/MessageList; onSaveInstanceState
6022431 - Lcom/fsck/k9/activity/MessageList; onSaveInstanceState
6022432 + Lcom/fsck/k9/activity/MessageList; onPause
6022433 - Lcom/fsck/k9/activity/MessageList; onPause
6022454 + Lcom/fsck/k9/activity/setup/FolderSettings; onCreate
6022460 + Lcom/fsck/k9/K9PreferenceActivity; onCreate
6022473 - Lcom/fsck/k9/K9PreferenceActivity; onCreate
6022550 - Lcom/fsck/k9/activity/setup/FolderSettings; onCreate
6022551 + Lcom/fsck/k9/activity/setup/FolderSettings; onResume
6022551 - Lcom/fsck/k9/activity/setup/FolderSettings; onResume
6027205 + Lcom/fsck/k9/service/MailService; onCreate
6027205 - Lcom/fsck/k9/service/MailService; onCreate
6027282 + Lcom/fsck/k9/activity/MessageList; onResume
6027289 + Lcom/fsck/k9/K9Activity; onResume
6027300 - Lcom/fsck/k9/K9Activity; onResume
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
Ljava/net/Socket;->closeV
6027806 - Lcom/fsck/k9/activity/MessageList; onResume
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
Ljava/net/Socket;->connectV
